imNum,x,y,z,qw,qx,qy,qz
79,-17.2638207093727,-3.59314954291762,-310.097075844342,0.992374997504858,-0.0471356987184422,-0.113886236385141,-0.000124078945579809
80,-7.98255212389796,32.3596213490783,-296.904326441781,0.992687187796995,-0.070023090274184,-0.0983291379948603,0.000542801377708424
81,-34.8404390259809,24.0274621004164,-282.334506932289,0.995277969093432,-0.0967201440042669,-0.00669966501650559,-0.00470026272811057
82,-197.306769313049,-32.2769540674993,-268.384491321435,0.980390760247786,-0.132127843641659,0.142893719722762,0.0309447090657879
83,9.71997571353822,54.8445194414865,-287.543370472417,0.991699909959508,-0.0948004187986078,-0.0866804299587449,0.00553825280033199
84,-13.4370503313886,-13.2515798112465,-249.981301281512,0.990522878663889,-0.13081760170673,-0.0415473463343615,0.00499999396744066
85,51.7066625844639,105.622475231113,-282.451224012618,0.983560905863272,0.0822187791472724,-0.160377057284637,-0.0112790207762711
86,-70.4843882380402,99.6753927591965,-333.414885482584,0.994460202983249,0.0926129022039297,-0.0484678163322404,-0.0110736537721365
87,-94.5337097439782,85.7764905079991,-278.536875178062,0.990247909840051,0.128226885310382,-0.0544173611375356,-0.00238615754617007
88,-15.2030112696936,108.884420627096,-262.376378761036,0.989191251528593,0.143781271007764,-0.024547398156842,-0.0150013082901548
89,52.3818712424083,46.767551587466,-275.855625877915,0.967538090968546,-0.0142230069952061,-0.251172617663079,-0.0240845330706742
90,-172.591250256828,18.343307445546,-256.880622872295,0.98898006271398,-0.0764697006693634,0.12559963920272,0.017191598702161
91,-131.270804803411,-48.0838601338511,-249.900884497296,0.989004719189439,-0.100242357193937,0.10684666898421,0.0201227376914926
92,-65.0309987967974,-9.8967561966744,-290.927942988114,0.999131282631973,-0.020924871969783,0.0320559804678361,-0.0164694843720694
93,-10.4357600072042,-8.23076064768543,-292.902721729427,0.994506866293797,-0.0507111387447413,-0.0890474226837707,-0.0213314278725324
94,-12.8504947270044,21.2003139133309,-286.621632987473,0.988254275178995,0.0842051965486696,-0.127491907721068,-0.00296410699570531
95,49.7762431086732,101.358715685282,-336.551557694574,0.979022515308648,0.0961211655528131,-0.179619144818208,-0.00354948817048575
96,-61.8163740052011,88.0755699432901,-318.65794450909,0.995849439790869,0.0854534225645097,-0.0220621380906124,-0.022245626605998
97,-152.921104132465,35.4270235325296,-320.249204851195,0.996929352204791,0.033141109027067,0.0707927484805453,0.00468191921773394
98,-145.789090908243,104.305034854922,-345.330222167219,0.998930415079522,0.0121311885328724,0.0443276016219474,-0.00509154478332016
99,-17.8438555067825,9.0382303543671,-332.848097201374,0.990175468505868,-0.0493190584129226,-0.128938729106596,-0.0222480602036229
100,-63.7213720377303,-2.0921799575828,-366.269530159202,0.996664541119017,-0.0471254985181188,-0.0633035557074025,-0.0207759404176528
101,52.1463916582194,63.0529659359516,-363.241108625483,0.985538816388524,0.120628222947208,-0.118002780938145,-0.0154083390075216
102,23.6586491686509,83.9313142577245,-364.34232913847,0.986917341006639,0.0908588203803123,-0.132687939110655,-0.011521614211988
103,48.7127030108093,108.330576833747,-334.574983826179,0.96637597157718,0.166424595691001,-0.195944528625627,0.00510658486953768
104,-33.5812164721748,25.2430586453894,-299.203341325061,0.973049240995914,-0.0132418036255649,-0.227333142258692,-0.0363245325476672
105,-170.995758500174,-52.3293004487833,-196.791876039909,0.982490114486042,-0.121768442362119,0.139492699935578,0.0206738493414011
106,-83.7484429584185,-75.594560722548,-344.68829898193,0.997236198195522,-0.0635482276776145,-0.033453086800662,-0.0190388747325967
107,1.44222354277403,-13.3012281207167,-284.35102087795,0.995511930233046,-0.0258706096706594,-0.0890101655349136,-0.019076130383037
108,-47.1524002737753,-11.2178672074369,-351.849179676433,0.996931473754351,-0.0399037894151216,-0.0619361596365711,-0.0264430776908396
109,-54.4463672434845,46.6333927315275,-356.693774928602,0.996875561581673,-0.033828554560528,-0.0690143567464865,-0.01821433996712
110,-93.3391375673745,18.3246573138727,-358.032425738331,0.998821819612457,-0.0470175958081393,0.00756308949731039,-0.0093337038596497
111,-132.73778881855,-24.4310370463028,-329.574333051113,0.994591705122126,-0.0921241350619797,0.0479603307403454,-0.000538995938184696
112,-36.346564916513,-6.08668845002603,-282.084952281187,0.99395439412212,-0.0036265419900359,-0.108512029810332,-0.0163294208398567
113,0.34760380149072,-28.6704814975606,-228.712163515363,0.991312152341016,0.0754900337262775,-0.106821299090189,0.0138087468552373
114,29.5586637239984,84.6731046635325,-303.320358932386,0.988297537084174,0.0731543627782172,-0.133757316633719,-0.0050396078036812
115,-48.3113282927976,73.8523179818195,-320.195028942801,0.996880709493864,0.0686474638171224,-0.034464125910619,-0.0181273488327648
116,-96.0340407357961,103.449065772258,-335.85316877745,0.996593798569266,0.0628707660801349,-0.0518834769983706,-0.0124968892264488
117,-42.2205240436104,95.2581691800081,-295.376211544148,0.997612814599696,0.0480767820928317,-0.0459129430890512,-0.0186894843955789
118,176.685395543964,-17.3662841102321,-289.410496675155,0.999082823456609,-0.0270707956854292,0.0331765434304459,2.93416862468298e-05
119,117.693679590283,-28.5317176481852,-304.937296987666,0.99519428463305,-0.0417177852304227,0.0880897309702647,0.00938943697818768
120,-162.534438910188,8.31756243184054,-244.954557103243,0.887223032940224,-0.12820004583454,0.4371212564865,0.0729729072741065
121,-138.90237912633,57.8580426201579,-208.180926358091,0.921789021185487,-0.0615707997958854,0.381790722371,0.0273839614706625
122,-116.584144336475,36.8032856341203,-175.280295383391,0.9042745378085,-0.0632074704200777,0.420741398266752,0.0356237524533524
123,-107.968063301273,53.9418757869984,-137.227600052116,0.905812970214147,-0.0601780668182164,0.418971803057677,0.018549703729338
124,79.714742252707,21.1728969254979,-261.392022093476,0.995720393152166,-0.0156469386204433,-0.08416187178783,0.0348260148433932
125,17.2327374448298,46.0997848785762,-282.154929464943,0.999121483763705,-0.00835242671208058,0.0140346308392172,0.0385943880251897
126,22.1806209813609,50.3843441525395,-300.401273122744,0.99932673448982,-0.00811146901355968,0.0198364321545215,0.0297791498154863
127,35.0655217338224,49.6752825094753,-290.843340007917,0.991575729190061,-0.00347126179504832,0.120996448820671,0.0461018762691547
128,17.0705761244549,71.951975946519,-292.154116080404,0.991842003645331,-0.0143281611545107,0.119487994377143,0.0420328776373105
129,149.473561375695,38.4273431846588,-248.137199849307,0.990067262316708,-0.0198651169748909,-0.129465315313448,0.0510972146702963
130,103.897044476679,-14.1469011979055,-198.118392539967,0.998858543795186,0.0307825906791863,-0.011902452583748,0.0345307576072381
131,155.046436781192,63.5822614512003,-266.996601123864,0.988734775381223,0.0752062327656423,-0.119280611691668,0.0501966351412488
132,177.545773809006,98.7446051311989,-261.205176486148,0.983180210525352,0.0679549440151209,-0.161963993881429,0.050064597283944
133,208.509403269229,78.1562055683377,-282.06761872524,0.983581008765708,0.0614108225957135,-0.164804049052734,0.0404565875893336
134,207.907233738995,52.3746341642783,-262.460361168366,0.993841319095809,0.0219285648750947,-0.10532522335533,0.0265549962449635
135,29.1375604201925,-5.42803276771548,-287.415783122884,0.997540227326314,-0.0618535511516966,0.0326868801292898,0.00438188807533512
136,-56.2974270587808,6.23086322880738,-267.990284007993,0.992105629892355,-0.0372979583281008,0.119172238368569,0.0115437880556362
137,25.5959656165567,68.4630713992272,-287.2552252344,0.996778628881476,0.044644112849108,0.0665223604636587,0.00374749935601483
138,52.9776795219707,79.5815824508065,-290.269791537089,0.996095841428887,0.0592432714294174,0.0653912260045524,-0.0027013033962361
139,176.110342890297,45.5882498372094,-242.673376164299,0.98779061956822,0.0278583676821819,-0.153123362229104,0.00684391574837541
140,241.958631968226,-6.52616968599699,-303.69398188909,0.979499127399995,-0.0193099119462194,-0.200241769448359,0.0105745208623139
