imNum,x,y,z,qw,qx,qy,qz
1,175.144883071474,18.0063943621187,-249.463569952023,0.997990209356693,-0.00426027155662987,-0.0630871917587723,0.0041711329922591
2,179.05093624596,-56.8156180120785,-264.422344747098,0.999951440632361,0.00308748437952111,-0.00595715644505174,0.00721776312724513
3,180.036973993562,8.70343493623119,-257.001898853877,0.999172348768327,0.00415303675081502,-0.0401030508572981,0.00539583677188989
4,186.358467996291,24.8559428870541,-256.672320943328,0.999243585747607,0.00392555269812323,0.0384290373337975,0.00447833315822667
5,154.938158152035,59.7178740833596,-237.481641536641,0.999204497500191,0.00680763982609252,-0.0385803446721815,0.00745554963531479
6,197.2896244773,7.1574601865284,-217.769037928463,0.99620612120262,-0.0867653682699633,-0.000391874453565108,0.0067068160717988
7,136.197369198554,-10.0524107455686,-215.766353685911,0.991696145923691,-0.124960963864288,0.02849511230285,-0.0105612615275441
8,143.016010658577,-31.1312610902044,-220.87043980798,0.99171124228979,-0.0897087976731222,0.0823434428456695,-0.040996352964692
9,136.233093781188,20.5699095093573,-197.201467401659,0.997989153784959,0.0233382191799129,-0.0581386836763123,0.00963690372872209
10,143.267512532353,23.5154199883471,-216.926332719672,0.993137517458051,0.11606455900821,-0.0139214844852322,0.00361688114478596
11,184.414652875113,52.0467700140418,-299.488809330555,0.994896191968932,0.0704280188785174,-0.0721336525840393,0.00426585600431344
12,87.4670683123028,36.3619155971709,-285.367344391519,0.993688406605242,-0.000761458372796954,0.11217101077598,-0.000659621843901271
13,-25.4504412925995,13.7644324655343,-252.32278076721,0.976067435957312,-0.0621711520949245,0.207796629334626,0.0157375076831393
14,22.5603453621446,-100.40639604394,-241.442870813821,0.979731109871711,-0.100019937989112,0.172686046094704,0.0173923499958124
15,-36.7894371897307,-96.3944592329502,-172.734454919655,0.966498838918474,-0.102528282433122,0.234204664765147,0.0227182893898546
16,75.531899558627,-112.884415957452,-185.656394408888,0.983675800029573,-0.0553469019781857,0.170610244328513,0.0145184505978326
17,240.356830338346,41.34639035829,-315.736281919137,0.978494392230807,0.0444606275788277,-0.19979885218309,0.0255420366157319
18,169.282283827275,25.5445382806325,-301.928055383853,0.999154557153052,-0.0276770272320323,-0.0294348416917999,0.00759889323945773
19,157.547977944642,-26.8766503937209,-315.845071026695,0.998146873710309,-0.0589196773230345,-0.0113717736301504,0.010098162753256
20,40.3624913808642,-25.7121310509614,-357.554669742697,0.994362511072101,-0.0965790328350742,-0.0326096716938926,0.0291941141849469
21,54.796114804419,-56.4111050055398,-306.220552119536,0.988738544508052,-0.116966794026606,0.0917520798393622,0.017216722812071
22,122.457321044577,-70.8749065485151,-251.531029167556,0.996466192806809,-0.0681091331206055,0.04885749131145,0.00540537893346291
23,168.922686043344,25.1851667810664,-265.046992736971,0.985691292777106,0.168428720446842,-0.00664359638175388,-0.000551451859720012
24,189.572711158929,40.148284199474,-307.010329878199,0.991518634749183,0.111336374879215,-0.0662808330344876,0.0100925589483083
25,101.306910695343,33.4465924961814,-257.288120045887,0.996576780435927,0.0802226085846914,0.019972256976883,-0.000403384529718747
26,60.4329174625462,-7.38393527047515,-289.551377681876,0.991078549127475,-0.11912681492179,-0.0597160725268595,-0.00247024450912285
27,114.067920510623,7.29577943142948,-275.026665815627,0.984039797200971,0.118793604977721,-0.127714058229007,0.0352544503821301
28,124.690358595211,39.4316041655902,-284.363491435143,0.991546464658282,0.00710524798486147,-0.129361819127305,0.00711643357377637
29,140.644938939782,19.7628114952169,-256.828765140355,0.994805115664382,0.0260683071612409,-0.0983342355359624,-0.00368826941525065
30,53.4670761605321,-11.3060071134607,-320.139999799767,0.997669721786939,-0.0664153187896806,-0.00799400164256032,0.0134248872388565
31,-48.7530488485485,-87.3044512841266,-250.896423975052,0.99585044954911,-0.0846626389033718,0.031029507477951,0.0122999744889342
32,81.8038649493871,-47.3433628896412,-241.100456952502,0.990830223366831,-0.117211927536607,-0.0671470427014623,0.00284730792809679
33,117.276513114737,-7.34895437209093,-244.213260274317,0.99059441430899,0.0550682791041694,-0.125142352877875,0.0054389789965608
34,88.4688922299038,-0.673351824590668,-305.289823880169,0.996725299458109,0.0475312409708685,-0.0634142642211189,0.016065168695208
35,92.5859487349493,3.55551761987704,-365.018045443153,0.99544983522286,0.00899195948867434,-0.0947656770550243,0.00427044162092898
36,43.0694998591259,-74.635915552567,-285.964280202661,0.989903552178577,-0.125939409978556,-0.0650345401283067,-0.000854978823267729
37,95.4314313970557,10.35242581613,-263.836855803376,0.991986596800894,-0.036653190969223,-0.120585748059912,0.0088437957905867
38,95.4387860732739,34.2413198425407,-271.223466449719,0.998542564179775,-0.0338734123961412,-0.0410524009375405,0.00894649826384162
39,121.935257438611,37.3827441331624,-223.979577527699,0.989050618585292,-0.0678058384590085,-0.130957756977123,0.00559535829442732
40,-1.05648196708859,-1.68576443646759,-284.716868770723,0.989667393591018,-0.0298823924124177,0.140142672065363,0.00505214339171683
41,4.52738786209108,-1.60640538692434,-260.793331304401,0.997684366645941,0.0460884909668414,0.0483214134357029,0.0129149740326279
42,32.1675339142092,45.865183154469,-318.559569578395,0.99959643441314,0.0240882769791456,-0.0138824189458187,0.00583109465920873
43,-3.40423622762239,74.8345490066235,-282.525348012149,0.999371022321583,0.0287239829317085,-0.0142582019011961,0.0151392280845884
44,-18.6712867853855,32.1482821607344,-215.950465405136,0.985234552506621,-0.0777858894237761,0.150442190860317,0.0250874303741446
45,-88.3666802392288,-46.1503807367608,-163.313313305134,0.969664524059222,-0.172794268611444,0.172450363197076,0.0123985381894437
46,-88.9668424467115,-70.1082711231339,-233.34102234527,0.972756448694954,-0.182310458673954,0.139242240451847,0.0334572362041963
47,-45.6696408240374,-60.1240892831968,-228.720973431343,0.993217739416677,-0.0920027130046584,0.0695649264377402,0.0146541433567694
48,-26.5814743232711,-32.6053763451394,-266.222920628494,0.994695026030615,-0.0526821291328664,0.0864508702784213,0.0182385714376577
49,119.088839617373,38.9010838063907,-235.473200173324,0.991061968405164,0.119575890802811,-0.0591279520504378,-0.00129089345699167
50,80.8970959043068,86.3767860205172,-207.752792931662,0.988904596888654,0.110654494288589,-0.0984403105913942,0.0115232980043231
51,181.135657868493,67.9572566696174,-237.014995701074,0.976841881098925,0.126487136142678,-0.169547692794671,0.0321640107813191
52,148.451774836436,101.587526176531,-231.565862709842,0.964553873967016,0.0887420119783506,-0.247459672546068,0.0228995630667592
53,59.811061468186,28.6810891912532,-246.713062703513,0.999451084819269,-0.0326756709141137,-0.00125999864249451,0.00531431908329481
54,49.7193352591593,-51.9411207457403,-251.09738493994,0.986219365123947,-0.162101774494782,0.0317911555927844,0.00914882430900112
55,-62.2296483490507,-22.1711417725502,-282.111739890325,0.990136190060498,-0.121414039501239,0.0687104337613691,-0.0129550158933931
56,-31.4771472028415,-78.7750904148609,-285.762362466931,0.990687522567905,-0.13255054425985,0.0294851745025673,0.00996043820510173
57,-66.1962762622449,-0.463506468387095,-286.06333705171,0.992612539289525,-0.0485892766563256,0.11091090745641,-0.00762886927481928
58,-82.2387046267307,-63.8818532251423,-308.515766961933,0.99207996735843,-0.0952456262751321,0.0809748326557381,0.012193667123938
59,-84.4459527842681,-59.8847907031364,-346.634095304335,0.994565520770603,-0.0712394723650273,0.0755120799527463,-0.00789229071071786
60,121.08101161437,-25.0930727616062,-343.620491955321,0.993745116699436,0.00363288315465776,-0.109350800110517,0.0223572742345646
61,81.6516985198926,62.3980031412775,-278.58016146389,0.992498719231538,0.00306997476549276,-0.12218645436791,0.00270886465056965
62,-38.9490459693497,-2.63231752181099,-298.192283492427,0.998342987903295,-0.0532202044046605,-0.0201779138636042,0.00846995510965869
63,-46.3068734886169,-16.9327952110403,-315.736576961518,0.995701466695348,-0.0538688560104921,0.0737821248443818,0.0152621632248493
64,-1.68158023522506,-49.0734314429191,-349.392666282055,0.997401083597752,-0.0706334818846095,0.0115741675574991,0.00824792823912567
65,22.5655680755671,-106.068368422577,-238.194644120683,0.974502426096847,-0.219858573337194,-0.0153590260835186,0.0420871664436902
66,83.8748919910477,10.1614421616913,-199.492273380915,0.981785403310852,0.15339059097894,-0.105043335590328,0.0391745592564514
67,164.36800977749,75.0238717160599,-261.840988079046,0.984770017914176,0.0719191433630005,-0.156719023746863,0.0222440156238723
68,159.576437311856,92.0918087365097,-266.739032089952,0.969304539363888,0.0855802117125999,-0.22812456807279,0.0329229217019257
69,-9.91862085686842,40.2098303958807,-248.101550179917,0.970265454900248,0.0648460382108053,-0.233006813746206,-0.00936819638020133
70,24.1146093099312,51.4947388360716,-266.2040814059,0.993656064544709,0.0131190800307811,-0.110697476945199,-0.0148856887859986
71,21.3606394378634,39.5449761938322,-299.277481430521,0.989062962291746,0.00538640698629328,-0.147393324939393,-0.000806849283010651
72,26.2050397330943,-4.02304679227024,-310.794046790992,0.996704483896687,-0.00586247536871904,-0.0809061161068561,-5.94919702855019e-05
73,-12.8114521011665,-33.4961120784382,-303.410049163994,0.994469719418726,-0.0449699035333408,-0.0945498910603733,-0.00824639532856314
74,63.0319221557315,18.1706279188226,-188.776244879514,0.94177514224026,-0.0265502517930729,-0.335127849624163,-0.00663249533326409
75,-112.587379847203,-54.906196778651,-296.628290113001,0.985461843876611,-0.14043869223466,0.0956131369525259,0.000236704088820853
76,-173.715092256056,-87.2210030979776,-287.687333610711,0.985144188835264,-0.123402289306868,0.117502664601839,0.0213524239701605
77,-205.419475436142,-82.2186178811023,-243.634629449374,0.980723672507023,-0.135373864398062,0.139619658875324,0.019009099868494
78,-124.284889633817,-101.690314837649,-259.025669399682,0.986773360952231,-0.131016846923122,0.0946268958650288,0.0125964485594217
